Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-11898.25	23814.5	1418.26	15521.21	7.115,1.5273,0.3863,0.722,0.4494,0.8594,8.4076,3.231,0.1853
our_model	Round_1_Replicate_2	-11197.78	22413.56	38.83	19987.82	0.2575,1.4649,0.509,0.9174,0.4347,1.1595,2.8404,0.1108,0.0478
our_model	Round_1_Replicate_3	-11640.91	23299.82	894.28	18575.31	4.3366,1.5866,0.4195,0.7285,0.3028,0.5995,7.8718,0.0864,0.131
our_model	Round_1_Replicate_4	-12090.33	24198.66	1788.36	7655.72	1.7173,2.8622,0.882,1.5391,0.1189,0.4327,3.7129,5.9675,0.2494
our_model	Round_1_Replicate_5	-11989.9	23997.8	1601.07	10214.42	8.0597,2.3676,0.5761,0.9981,0.249,0.6885,5.8099,9.4373,0.3435
our_model	Round_1_Replicate_6	-11774.53	23567.06	1169.41	14104.88	4.789,1.6601,0.4638,0.9321,0.2703,0.5019,6.7804,2.302,0.1442
our_model	Round_1_Replicate_7	-11762.51	23543.02	1144.76	8589.09	3.8029,2.8189,0.7286,1.4716,0.1825,0.2825,4.3348,5.9116,0.2663
our_model	Round_1_Replicate_8	-11591.86	23201.72	797.76	19872.56	7.5939,1.3081,0.3432,0.6478,0.3604,0.6489,9.3944,0.1018,0.1197
our_model	Round_1_Replicate_9	-11763.63	23545.26	1150.96	10892.83	3.9922,2.1669,0.5967,1.193,0.1698,0.3489,5.2704,4.0179,0.1793
our_model	Round_1_Replicate_10	-11231.69	22481.38	105.78	20250.23	0.8021,1.3926,0.4461,0.8123,0.3875,1.0169,5.5517,0.0995,0.0595
our_model	Round_2_Replicate_1	-11261.54	22541.08	166.45	19427.61	2.2245,1.4589,0.4781,1.0846,0.2591,0.3817,3.8494,0.1493,0.0537
our_model	Round_2_Replicate_2	-11237.24	22492.48	117.09	19562.25	0.01,1.5457,0.5629,0.9884,0.5835,1.3485,1.5679,0.1202,0.0447
our_model	Round_2_Replicate_3	-11179.1	22376.2	1.65	20050.45	0.0408,1.4889,0.4899,0.9842,0.4928,0.9735,3.3672,0.0981,0.0513
our_model	Round_2_Replicate_4	-11229.57	22477.14	101.36	20013.37	1.6734,1.3985,0.4445,0.9286,0.3609,0.6438,5.2008,0.11,0.0603
our_model	Round_2_Replicate_5	-11242.05	22502.1	127.45	19969.06	0.01,1.4882,0.5573,0.9457,0.5382,1.4711,0.01,0.117,0.0385
our_model	Round_2_Replicate_6	-11213.01	22444.02	68.94	19924.6	1.6519,1.4306,0.4734,0.9989,0.2636,0.5962,3.8138,0.1191,0.052
our_model	Round_2_Replicate_7	-11208.21	22434.42	59.51	20096.75	0.6532,1.455,0.4527,0.9418,0.4274,0.7288,4.9218,0.0921,0.0596
our_model	Round_2_Replicate_8	-11241.44	22500.88	125.39	20126.46	1.24,1.4224,0.4316,0.9238,0.4218,0.6047,5.65,0.0921,0.064
our_model	Round_2_Replicate_9	-11363.95	22745.9	370.33	19383.33	3.4223,1.4026,0.4559,1.035,0.1094,0.198,4.6842,0.172,0.0575
our_model	Round_2_Replicate_10	-11228.19	22474.38	98.49	19993.34	1.5623,1.38,0.4536,0.916,0.3623,0.7556,4.973,0.1196,0.0573
our_model	Round_2_Replicate_11	-11193.97	22405.94	31.27	19962.13	0.0109,1.4966,0.5203,0.9213,0.4772,1.2222,2.5677,0.1069,0.0471
our_model	Round_2_Replicate_12	-11289.56	22597.12	224.24	19863.94	2.3864,1.4666,0.4347,0.9591,0.2541,0.3565,5.3523,0.124,0.0583
our_model	Round_2_Replicate_13	-11343.54	22705.08	327.3	19848.65	3.2821,1.3271,0.4497,1.051,0.027,0.1557,3.6674,0.1695,0.0493
our_model	Round_2_Replicate_14	-11192.86	22403.72	29.01	19803.15	0.01,1.516,0.5209,0.9736,0.5423,1.1571,2.8728,0.1082,0.0494
our_model	Round_2_Replicate_15	-11224.31	22466.62	91.53	19976.93	1.5426,1.4423,0.4457,0.9545,0.3727,0.6149,5.0412,0.1082,0.0591
our_model	Round_2_Replicate_16	-11236.52	22491.04	116.36	20160.17	0.6019,1.4728,0.4377,0.9303,0.4267,0.6483,5.4336,0.0836,0.0627
our_model	Round_2_Replicate_17	-11283.18	22584.36	208.04	19751.01	0.01,1.5132,0.58,0.9084,0.5613,1.6202,0.01,0.124,0.0384
our_model	Round_2_Replicate_18	-11233.54	22485.08	109.53	20080.5	0.3233,1.4901,0.434,0.8935,0.479,0.7064,5.8948,0.0813,0.0668
our_model	Round_2_Replicate_19	-11353.55	22725.1	355.14	20693.82	1.7331,1.3497,0.4605,1.1586,0.0747,0.3278,0.01,0.1179,0.0362
our_model	Round_2_Replicate_20	-11241.33	22500.66	124.86	19804.66	1.6375,1.4262,0.522,1.1261,0.1166,0.5886,0.01,0.1442,0.0385
