330472  , -83493.4    , array([ 0.0800171  ,  0.27627    ,  4.54515e-74,  7.43155e-33,  0.0912624  ])
330473  , -83419.6    , array([ 0.0800971  ,  0.27627    ,  4.54515e-74,  7.43155e-33,  0.0912624  ])
330474  , -83505.8    , array([ 0.0800171  ,  0.276547   ,  4.54515e-74,  7.43155e-33,  0.0912624  ])
330475  , -83493.4    , array([ 0.0800171  ,  0.27627    ,  4.5497e-74 ,  7.43155e-33,  0.0912624  ])
330476  , -83493.4    , array([ 0.0800171  ,  0.27627    ,  4.54515e-74,  7.43899e-33,  0.0912624  ])
330477  , -83546.2    , array([ 0.0800171  ,  0.27627    ,  4.54515e-74,  7.43155e-33,  0.0913537  ])
330478  , -83493.4    , array([ 0.0800171  ,  0.27627    ,  4.54515e-74,  7.43155e-33,  0.0912624  ])
330479  , -24286.9    , array([ 0.180704   ,  0.241034   ,  4.54515e-74,  7.43155e-33,  0.0510329  ])
330480  , -24286.9    , array([ 0.180704   ,  0.241034   ,  4.54515e-74,  7.43155e-33,  0.0510329  ])
330481  , -24259.4    , array([ 0.180885   ,  0.241034   ,  4.54515e-74,  7.43155e-33,  0.0510329  ])
330482  , -24298.2    , array([ 0.180704   ,  0.241275   ,  4.54515e-74,  7.43155e-33,  0.0510329  ])
330483  , -24286.9    , array([ 0.180704   ,  0.241034   ,  4.5497e-74 ,  7.43155e-33,  0.0510329  ])
330484  , -24286.9    , array([ 0.180704   ,  0.241034   ,  4.54515e-74,  7.43899e-33,  0.0510329  ])
330485  , -24299.6    , array([ 0.180704   ,  0.241034   ,  4.54515e-74,  7.43155e-33,  0.0510839  ])
330493  , -24263.1    , array([ 0.180828   ,  0.240702   ,  4.54515e-74,  7.43155e-33,  0.0510751  ])
330494  , -24263.1    , array([ 0.180828   ,  0.240702   ,  4.54515e-74,  7.43155e-33,  0.0510751  ])
330495  , -24235.6    , array([ 0.181008   ,  0.240702   ,  4.54515e-74,  7.43155e-33,  0.0510751  ])
330496  , -24274.3    , array([ 0.180828   ,  0.240943   ,  4.54515e-74,  7.43155e-33,  0.0510751  ])
330497  , -24263.1    , array([ 0.180828   ,  0.240702   ,  4.5497e-74 ,  7.43155e-33,  0.0510751  ])
330498  , -24263.1    , array([ 0.180828   ,  0.240702   ,  4.54515e-74,  7.43899e-33,  0.0510751  ])
330499  , -24275.8    , array([ 0.180828   ,  0.240702   ,  4.54515e-74,  7.43155e-33,  0.0511262  ])
330500  , -23900.2    , array([ 0.182749   ,  0.235609   ,  4.54515e-74,  7.43155e-33,  0.0517342  ])
330501  , -23900.2    , array([ 0.182749   ,  0.235609   ,  4.54515e-74,  7.43155e-33,  0.0517342  ])
330502  , -23872.7    , array([ 0.182932   ,  0.235609   ,  4.54515e-74,  7.43155e-33,  0.0517342  ])
330503  , -23911.1    , array([ 0.182749   ,  0.235845   ,  4.54515e-74,  7.43155e-33,  0.0517342  ])
330504  , -23900.2    , array([ 0.182749   ,  0.235609   ,  4.5497e-74 ,  7.43155e-33,  0.0517342  ])
330505  , -23900.2    , array([ 0.182749   ,  0.235609   ,  4.54515e-74,  7.43899e-33,  0.0517342  ])
330506  , -23913.2    , array([ 0.182749   ,  0.235609   ,  4.54515e-74,  7.43155e-33,  0.051786   ])
330507  , -1.42196e+06, array([ 1.00511    ,  0.00748712 ,  4.54515e-74,  7.43155e-33,  0.409142   ])
330508  , -1.42196e+06, array([ 1.00511    ,  0.00748712 ,  4.54515e-74,  7.43155e-33,  0.409142   ])
330509  , -1.42195e+06, array([ 1.00611    ,  0.00748712 ,  4.54515e-74,  7.43155e-33,  0.409142   ])
330510  , -1.3356e+06 , array([ 1.00511    ,  0.00749461 ,  4.54515e-74,  7.43155e-33,  0.409142   ])
330511  , -1.42196e+06, array([ 1.00511    ,  0.00748712 ,  4.5497e-74 ,  7.43155e-33,  0.409142   ])
330512  , -1.42196e+06, array([ 1.00511    ,  0.00748712 ,  4.54515e-74,  7.43899e-33,  0.409142   ])
330513  , -1.38203e+06, array([ 1.00511    ,  0.00748712 ,  4.54515e-74,  7.43155e-33,  0.409551   ])
330514  , -45199.9    , array([ 0.326821   ,  0.0726825  ,  4.54515e-74,  7.43155e-33,  0.104718   ])
330515  , -45199.9    , array([ 0.326821   ,  0.0726825  ,  4.54515e-74,  7.43155e-33,  0.104718   ])
