1104    , -90875.9    , array([ 0.00161245 ,  1.13177    ,  0.0253399  ,  0.028962   ])
1105    , -90852.9    , array([ 0.00161406 ,  1.13177    ,  0.0253399  ,  0.028962   ])
1106    , -90887.2    , array([ 0.00161245 ,  1.1329     ,  0.0253399  ,  0.028962   ])
1107    , -90876      , array([ 0.00161245 ,  1.13177    ,  0.0253652  ,  0.028962   ])
1108    , -90887.6    , array([ 0.00161245 ,  1.13177    ,  0.0253399  ,  0.028991   ])
1109    , -90875.9    , array([ 0.00161245 ,  1.13177    ,  0.0253399  ,  0.028962   ])
1110    , -54672.9    , array([ 0.00368042 ,  0.755294   ,  0.0252967  ,  0.0190507  ])
1111    , -54672.9    , array([ 0.00368042 ,  0.755294   ,  0.0252967  ,  0.0190507  ])
1112    , -54613.1    , array([ 0.00368411 ,  0.755294   ,  0.0252967  ,  0.0190507  ])
1113    , -54680.2    , array([ 0.00368042 ,  0.756049   ,  0.0252967  ,  0.0190507  ])
1114    , -54716.3    , array([ 0.00368042 ,  0.755294   ,  0.0253221  ,  0.0190507  ])
1115    , -54688.2    , array([ 0.00368042 ,  0.755294   ,  0.0252967  ,  0.0190698  ])
1116    , -1669.79    , array([ 0.0998949  ,  0.149814   ,  0.025125   ,  0.00356652 ])
1117    , -1669.79    , array([ 0.0998949  ,  0.149814   ,  0.025125   ,  0.00356652 ])
1118    , -1669.11    , array([ 0.0999949  ,  0.149814   ,  0.025125   ,  0.00356652 ])
1119    , -1669.53    , array([ 0.0998949  ,  0.149963   ,  0.025125   ,  0.00356652 ])
1120    , -1670.05    , array([ 0.0998949  ,  0.149814   ,  0.0251501  ,  0.00356652 ])
1121    , -1669.73    , array([ 0.0998949  ,  0.149814   ,  0.025125   ,  0.00357009 ])
1128    , -1620.22    , array([ 0.104357   ,  0.158144   ,  0.0243089  ,  0.00367265 ])
1129    , -1620.22    , array([ 0.104357   ,  0.158144   ,  0.0243089  ,  0.00367265 ])
1130    , -1619.66    , array([ 0.104461   ,  0.158144   ,  0.0243089  ,  0.00367265 ])
1131    , -1619.98    , array([ 0.104357   ,  0.158302   ,  0.0243089  ,  0.00367265 ])
1132    , -1620.4     , array([ 0.104357   ,  0.158144   ,  0.0243332  ,  0.00367265 ])
1133    , -1620.15    , array([ 0.104357   ,  0.158144   ,  0.0243089  ,  0.00367632 ])
1134    , -1497.45    , array([ 0.12444    ,  0.201417   ,  0.0341517  ,  0.0040724  ])
1135    , -1497.45    , array([ 0.12444    ,  0.201417   ,  0.0341517  ,  0.0040724  ])
1136    , -1496.89    , array([ 0.124565   ,  0.201417   ,  0.0341517  ,  0.0040724  ])
1137    , -1497.21    , array([ 0.12444    ,  0.201618   ,  0.0341517  ,  0.0040724  ])
1138    , -1497.52    , array([ 0.12444    ,  0.201417   ,  0.0341858  ,  0.0040724  ])
1139    , -1497.35    , array([ 0.12444    ,  0.201417   ,  0.0341517  ,  0.00407647 ])
1140    , -625.754    , array([ 0.251606   ,  0.529994   ,  0.133045   ,  0.00615649 ])
1141    , -625.754    , array([ 0.251606   ,  0.529994   ,  0.133045   ,  0.00615649 ])
1142    , -625.779    , array([ 0.251857   ,  0.529994   ,  0.133045   ,  0.00615649 ])
1143    , -625.59     , array([ 0.251606   ,  0.530524   ,  0.133045   ,  0.00615649 ])
1144    , -625.268    , array([ 0.251606   ,  0.529994   ,  0.133178   ,  0.00615649 ])
1145    , -625.594    , array([ 0.251606   ,  0.529994   ,  0.133045   ,  0.00616265 ])
