5070    , -2608.87    , array([ 0.200428   ,  0.00425808 ,  4.95515e-44,  0.00112213 ])
5071    , -2608.87    , array([ 0.200629   ,  0.00425808 ,  4.95515e-44,  0.00112213 ])
5072    , -2607.09    , array([ 0.200428   ,  0.00426234 ,  4.95515e-44,  0.00112213 ])
5073    , -2608.87    , array([ 0.200428   ,  0.00425808 ,  4.9601e-44 ,  0.00112213 ])
5074    , -2610.6     , array([ 0.200428   ,  0.00425808 ,  4.95515e-44,  0.00112325 ])
5075    , -2608.87    , array([ 0.200428   ,  0.00425808 ,  4.95515e-44,  0.00112213 ])
5076    , -1807.82    , array([ 0.200428   ,  0.00878068 ,  4.95515e-44,  0.000554738])
5077    , -1807.82    , array([ 0.200428   ,  0.00878068 ,  4.95515e-44,  0.000554738])
5078    , -1807.82    , array([ 0.200629   ,  0.00878068 ,  4.95515e-44,  0.000554738])
5079    , -1807.94    , array([ 0.200428   ,  0.00878946 ,  4.95515e-44,  0.000554738])
5080    , -1807.82    , array([ 0.200428   ,  0.00878068 ,  4.9601e-44 ,  0.000554738])
5081    , -1807.69    , array([ 0.200428   ,  0.00878068 ,  4.95515e-44,  0.000555293])
5082    , -1719.24    , array([ 0.200428   ,  0.187924   ,  4.95515e-44,  0.0140346  ])
5083    , -1719.24    , array([ 0.200428   ,  0.187924   ,  4.95515e-44,  0.0140346  ])
5084    , -1719.24    , array([ 0.200629   ,  0.187924   ,  4.95515e-44,  0.0140346  ])
5085    , -1719.55    , array([ 0.200428   ,  0.188112   ,  4.95515e-44,  0.0140346  ])
5086    , -1719.24    , array([ 0.200428   ,  0.187924   ,  4.9601e-44 ,  0.0140346  ])
5087    , -1718.91    , array([ 0.200428   ,  0.187924   ,  4.95515e-44,  0.0140487  ])
5094    , -1719.24    , array([ 0.200428   ,  0.187925   ,  4.95515e-44,  0.0140348  ])
5095    , -1719.24    , array([ 0.200428   ,  0.187925   ,  4.95515e-44,  0.0140348  ])
5096    , -1719.24    , array([ 0.200629   ,  0.187925   ,  4.95515e-44,  0.0140348  ])
5097    , -1719.55    , array([ 0.200428   ,  0.188113   ,  4.95515e-44,  0.0140348  ])
5098    , -1719.24    , array([ 0.200428   ,  0.187925   ,  4.9601e-44 ,  0.0140348  ])
5099    , -1718.91    , array([ 0.200428   ,  0.187925   ,  4.95515e-44,  0.0140488  ])
5100    , -1719.24    , array([ 0.200428   ,  0.187934   ,  4.95515e-44,  0.0140355  ])
5101    , -1719.24    , array([ 0.200428   ,  0.187934   ,  4.95515e-44,  0.0140355  ])
5102    , -1719.24    , array([ 0.200629   ,  0.187934   ,  4.95515e-44,  0.0140355  ])
5103    , -1719.55    , array([ 0.200428   ,  0.188122   ,  4.95515e-44,  0.0140355  ])
5104    , -1719.24    , array([ 0.200428   ,  0.187934   ,  4.9601e-44 ,  0.0140355  ])
5105    , -1718.9     , array([ 0.200428   ,  0.187934   ,  4.95515e-44,  0.0140495  ])
5112    , -1719.24    , array([ 0.200428   ,  0.187934   ,  4.95515e-44,  0.0140355  ])
5113    , -1719.24    , array([ 0.200428   ,  0.187934   ,  4.95515e-44,  0.0140355  ])
5114    , -1719.24    , array([ 0.200629   ,  0.187934   ,  4.95515e-44,  0.0140355  ])
5115    , -1719.55    , array([ 0.200428   ,  0.188122   ,  4.95515e-44,  0.0140355  ])
5116    , -1719.24    , array([ 0.200428   ,  0.187934   ,  4.9601e-44 ,  0.0140355  ])
5117    , -1718.9     , array([ 0.200428   ,  0.187934   ,  4.95515e-44,  0.0140495  ])
5118    , -1719.24    , array([ 0.200428   ,  0.187937   ,  4.95515e-44,  0.0140357  ])
5119    , -1719.24    , array([ 0.200428   ,  0.187937   ,  4.95515e-44,  0.0140357  ])
5120    , -1719.24    , array([ 0.200629   ,  0.187937   ,  4.95515e-44,  0.0140357  ])
5121    , -1719.55    , array([ 0.200428   ,  0.188125   ,  4.95515e-44,  0.0140357  ])
5122    , -1719.24    , array([ 0.200428   ,  0.187937   ,  4.9601e-44 ,  0.0140357  ])
5123    , -1718.9     , array([ 0.200428   ,  0.187937   ,  4.95515e-44,  0.0140497  ])
5124    , -8420.22    , array([ 0.200428   ,  4.02212    ,  4.95515e-44,  0.355089   ])
5125    , -8420.22    , array([ 0.200428   ,  4.02212    ,  4.95515e-44,  0.355089   ])
5126    , -8420.22    , array([ 0.200629   ,  4.02212    ,  4.95515e-44,  0.355089   ])
5127    , -8424.55    , array([ 0.200428   ,  4.02615    ,  4.95515e-44,  0.355089   ])
5128    , -8420.22    , array([ 0.200428   ,  4.02212    ,  4.9601e-44 ,  0.355089   ])
5129    , -8424.05    , array([ 0.200428   ,  4.02212    ,  4.95515e-44,  0.355444   ])
5130    , -1716.56    , array([ 0.200428   ,  0.302271   ,  4.95515e-44,  0.0231681  ])
5131    , -1716.56    , array([ 0.200428   ,  0.302271   ,  4.95515e-44,  0.0231681  ])
5132    , -1716.56    , array([ 0.200629   ,  0.302271   ,  4.95515e-44,  0.0231681  ])
5133    , -1717.04    , array([ 0.200428   ,  0.302574   ,  4.95515e-44,  0.0231681  ])
5134    , -1716.56    , array([ 0.200428   ,  0.302271   ,  4.9601e-44 ,  0.0231681  ])
5135    , -1716.15    , array([ 0.200428   ,  0.302271   ,  4.95515e-44,  0.0231913  ])
5136    , -1713.52    , array([ 0.200428   ,  0.233595   ,  4.95515e-44,  0.017654   ])
5137    , -1713.52    , array([ 0.200428   ,  0.233595   ,  4.95515e-44,  0.017654   ])
5138    , -1713.52    , array([ 0.200629   ,  0.233595   ,  4.95515e-44,  0.017654   ])
5139    , -1713.9     , array([ 0.200428   ,  0.233829   ,  4.95515e-44,  0.017654   ])
5140    , -1713.52    , array([ 0.200428   ,  0.233595   ,  4.9601e-44 ,  0.017654   ])
5141    , -1713.15    , array([ 0.200428   ,  0.233595   ,  4.95515e-44,  0.0176717  ])
5142    , -1712.99    , array([ 0.200428   ,  0.252775   ,  4.95515e-44,  0.019186   ])
5143    , -1712.99    , array([ 0.200428   ,  0.252775   ,  4.95515e-44,  0.019186   ])
5144    , -1712.99    , array([ 0.200629   ,  0.252775   ,  4.95515e-44,  0.019186   ])
5145    , -1713.4     , array([ 0.200428   ,  0.253028   ,  4.95515e-44,  0.019186   ])
5146    , -1712.99    , array([ 0.200428   ,  0.252775   ,  4.9601e-44 ,  0.019186   ])
5147    , -1712.6     , array([ 0.200428   ,  0.252775   ,  4.95515e-44,  0.0192052  ])
5154    , -1712.99    , array([ 0.200428   ,  0.252776   ,  4.95515e-44,  0.0191861  ])
5155    , -1712.99    , array([ 0.200428   ,  0.252776   ,  4.95515e-44,  0.0191861  ])
5156    , -1712.99    , array([ 0.200629   ,  0.252776   ,  4.95515e-44,  0.0191861  ])
5157    , -1713.4     , array([ 0.200428   ,  0.253029   ,  4.95515e-44,  0.0191861  ])
5158    , -1712.99    , array([ 0.200428   ,  0.252776   ,  4.9601e-44 ,  0.0191861  ])
5159    , -1712.6     , array([ 0.200428   ,  0.252776   ,  4.95515e-44,  0.0192053  ])
5160    , -1712.99    , array([ 0.200428   ,  0.252779   ,  4.95515e-44,  0.0191864  ])
5161    , -1712.99    , array([ 0.200428   ,  0.252779   ,  4.95515e-44,  0.0191864  ])
5162    , -1712.99    , array([ 0.200629   ,  0.252779   ,  4.95515e-44,  0.0191864  ])
5163    , -1713.39    , array([ 0.200428   ,  0.253032   ,  4.95515e-44,  0.0191864  ])
5164    , -1712.99    , array([ 0.200428   ,  0.252779   ,  4.9601e-44 ,  0.0191864  ])
5165    , -1712.6     , array([ 0.200428   ,  0.252779   ,  4.95515e-44,  0.0192056  ])
5172    , -1712.99    , array([ 0.200428   ,  0.25278    ,  4.95515e-44,  0.0191865  ])
5173    , -1712.99    , array([ 0.200428   ,  0.25278    ,  4.95515e-44,  0.0191865  ])
5174    , -1712.99    , array([ 0.200629   ,  0.25278    ,  4.95515e-44,  0.0191865  ])
5175    , -1713.39    , array([ 0.200428   ,  0.253033   ,  4.95515e-44,  0.0191865  ])
5176    , -1712.99    , array([ 0.200428   ,  0.25278    ,  4.9601e-44 ,  0.0191865  ])
5177    , -1712.6     , array([ 0.200428   ,  0.25278    ,  4.95515e-44,  0.0192056  ])
5178    , -1712.99    , array([ 0.200428   ,  0.252781   ,  4.95515e-44,  0.0191865  ])
5179    , -1712.99    , array([ 0.200428   ,  0.252781   ,  4.95515e-44,  0.0191865  ])
5180    , -1712.99    , array([ 0.200629   ,  0.252781   ,  4.95515e-44,  0.0191865  ])
5181    , -1713.39    , array([ 0.200428   ,  0.253034   ,  4.95515e-44,  0.0191865  ])
5182    , -1712.99    , array([ 0.200428   ,  0.252781   ,  4.9601e-44 ,  0.0191865  ])
5183    , -1712.6     , array([ 0.200428   ,  0.252781   ,  4.95515e-44,  0.0192057  ])
5184    , -10626.2    , array([ 0.200428   ,  4.84096    ,  4.95515e-44,  0.486895   ])
5185    , -10626.2    , array([ 0.200428   ,  4.84096    ,  4.95515e-44,  0.486895   ])
5186    , -10626.2    , array([ 0.200629   ,  4.84096    ,  4.95515e-44,  0.486895   ])
5187    , -10631.6    , array([ 0.200428   ,  4.8458     ,  4.95515e-44,  0.486895   ])
5188    , -10626.2    , array([ 0.200428   ,  4.84096    ,  4.9601e-44 ,  0.486895   ])
5189    , -10630.6    , array([ 0.200428   ,  4.84096    ,  4.95515e-44,  0.487382   ])
5190    , -1717.91    , array([ 0.200428   ,  0.335479   ,  4.95515e-44,  0.02616    ])
5191    , -1717.91    , array([ 0.200428   ,  0.335479   ,  4.95515e-44,  0.02616    ])
5192    , -1717.91    , array([ 0.200629   ,  0.335479   ,  4.95515e-44,  0.02616    ])
5193    , -1718.44    , array([ 0.200428   ,  0.335815   ,  4.95515e-44,  0.02616    ])
5194    , -1717.91    , array([ 0.200428   ,  0.335479   ,  4.9601e-44 ,  0.02616    ])
5195    , -1717.49    , array([ 0.200428   ,  0.335479   ,  4.95515e-44,  0.0261862  ])
5196    , -1712.35    , array([ 0.200428   ,  0.272018   ,  4.95515e-44,  0.0207915  ])
5197    , -1712.35    , array([ 0.200428   ,  0.272018   ,  4.95515e-44,  0.0207915  ])
5198    , -1712.35    , array([ 0.200629   ,  0.272018   ,  4.95515e-44,  0.0207915  ])
5199    , -1712.79    , array([ 0.200428   ,  0.27229    ,  4.95515e-44,  0.0207915  ])
5200    , -1712.35    , array([ 0.200428   ,  0.272018   ,  4.9601e-44 ,  0.0207915  ])
5201    , -1711.96    , array([ 0.200428   ,  0.272018   ,  4.95515e-44,  0.0208123  ])
5202    , -1711.07    , array([ 0.200428   ,  0.272795   ,  4.95515e-44,  0.0209239  ])
5203    , -1711.07    , array([ 0.200428   ,  0.272795   ,  4.95515e-44,  0.0209239  ])
5204    , -1711.07    , array([ 0.200629   ,  0.272795   ,  4.95515e-44,  0.0209239  ])
5205    , -1711.5     , array([ 0.200428   ,  0.273068   ,  4.95515e-44,  0.0209239  ])
5206    , -1711.07    , array([ 0.200428   ,  0.272795   ,  4.9601e-44 ,  0.0209239  ])
5207    , -1710.67    , array([ 0.200428   ,  0.272795   ,  4.95515e-44,  0.0209448  ])
5208    , -1705.9     , array([ 0.200428   ,  0.275927   ,  4.95515e-44,  0.0214618  ])
5209    , -1705.9     , array([ 0.200428   ,  0.275927   ,  4.95515e-44,  0.0214618  ])
5210    , -1705.9     , array([ 0.200629   ,  0.275927   ,  4.95515e-44,  0.0214618  ])
5211    , -1706.34    , array([ 0.200428   ,  0.276203   ,  4.95515e-44,  0.0214618  ])
5212    , -1705.9     , array([ 0.200428   ,  0.275927   ,  4.9601e-44 ,  0.0214618  ])
5213    , -1705.5     , array([ 0.200428   ,  0.275927   ,  4.95515e-44,  0.0214833  ])
5214    , -1684.77    , array([ 0.200428   ,  0.288817   ,  4.95515e-44,  0.0237553  ])
5215    , -1684.77    , array([ 0.200428   ,  0.288817   ,  4.95515e-44,  0.0237553  ])
5216    , -1684.77    , array([ 0.200629   ,  0.288817   ,  4.95515e-44,  0.0237553  ])
5217    , -1685.23    , array([ 0.200428   ,  0.289106   ,  4.95515e-44,  0.0237553  ])
5218    , -1684.77    , array([ 0.200428   ,  0.288817   ,  4.9601e-44 ,  0.0237553  ])
5219    , -1684.35    , array([ 0.200428   ,  0.288817   ,  4.95515e-44,  0.0237791  ])
5220    , -1594       , array([ 0.200428   ,  0.346689   ,  4.95515e-44,  0.0356564  ])
5221    , -1594       , array([ 0.200428   ,  0.346689   ,  4.95515e-44,  0.0356564  ])
5222    , -1594       , array([ 0.200629   ,  0.346689   ,  4.95515e-44,  0.0356564  ])
5223    , -1594.57    , array([ 0.200428   ,  0.347036   ,  4.95515e-44,  0.0356564  ])
5224    , -1594       , array([ 0.200428   ,  0.346689   ,  4.9601e-44 ,  0.0356564  ])
5225    , -1593.5     , array([ 0.200428   ,  0.346689   ,  4.95515e-44,  0.0356921  ])
5226    , -1558.02    , array([ 0.200428   ,  0.719794   ,  4.95515e-44,  0.180987   ])
5227    , -1558.02    , array([ 0.200428   ,  0.719794   ,  4.95515e-44,  0.180987   ])
5228    , -1558.02    , array([ 0.200629   ,  0.719794   ,  4.95515e-44,  0.180987   ])
5229    , -1560.13    , array([ 0.200428   ,  0.720514   ,  4.95515e-44,  0.180987   ])
5230    , -1558.02    , array([ 0.200428   ,  0.719794   ,  4.9601e-44 ,  0.180987   ])
5231    , -1557.62    , array([ 0.200428   ,  0.719794   ,  4.95515e-44,  0.181168   ])
5232    , -1484.79    , array([ 0.200428   ,  0.430314   ,  4.95515e-44,  0.057653   ])
5233    , -1484.79    , array([ 0.200428   ,  0.430314   ,  4.95515e-44,  0.057653   ])
5234    , -1484.79    , array([ 0.200629   ,  0.430314   ,  4.95515e-44,  0.057653   ])
5235    , -1485.61    , array([ 0.200428   ,  0.430744   ,  4.95515e-44,  0.057653   ])
5236    , -1484.79    , array([ 0.200428   ,  0.430314   ,  4.9601e-44 ,  0.057653   ])
5237    , -1484.22    , array([ 0.200428   ,  0.430314   ,  4.95515e-44,  0.0577106  ])
5238    , -1414.56    , array([ 0.200428   ,  0.552974   ,  4.95515e-44,  0.100699   ])
5239    , -1414.56    , array([ 0.200428   ,  0.552974   ,  4.95515e-44,  0.100699   ])
5240    , -1414.56    , array([ 0.200629   ,  0.552974   ,  4.95515e-44,  0.100699   ])
5241    , -1415.86    , array([ 0.200428   ,  0.553527   ,  4.95515e-44,  0.100699   ])
5242    , -1414.56    , array([ 0.200428   ,  0.552974   ,  4.9601e-44 ,  0.100699   ])
5243    , -1413.97    , array([ 0.200428   ,  0.552974   ,  4.95515e-44,  0.1008     ])
5244    , -1834.49    , array([ 0.200428   ,  0.849736   ,  4.95515e-44,  0.731412   ])
5245    , -1834.49    , array([ 0.200428   ,  0.849736   ,  4.95515e-44,  0.731412   ])
5246    , -1834.49    , array([ 0.200629   ,  0.849736   ,  4.95515e-44,  0.731412   ])
5247    , -1837.17    , array([ 0.200428   ,  0.850586   ,  4.95515e-44,  0.731412   ])
5248    , -1834.49    , array([ 0.200428   ,  0.849736   ,  4.9601e-44 ,  0.731412   ])
5249    , -1834.7     , array([ 0.200428   ,  0.849736   ,  4.95515e-44,  0.732144   ])
5250    , -1286.02    , array([ 0.200428   ,  0.63028    ,  4.95515e-44,  0.18421    ])
5251    , -1286.02    , array([ 0.200428   ,  0.63028    ,  4.95515e-44,  0.18421    ])
5252    , -1286.02    , array([ 0.200629   ,  0.63028    ,  4.95515e-44,  0.18421    ])
5253    , -1287.87    , array([ 0.200428   ,  0.63091    ,  4.95515e-44,  0.18421    ])
5254    , -1286.02    , array([ 0.200428   ,  0.63028    ,  4.9601e-44 ,  0.18421    ])
5255    , -1285.53    , array([ 0.200428   ,  0.63028    ,  4.95515e-44,  0.184394   ])
5256    , -1044.1     , array([ 0.200428   ,  0.59993    ,  4.95515e-44,  0.260528   ])
5257    , -1044.1     , array([ 0.200428   ,  0.59993    ,  4.95515e-44,  0.260528   ])
5258    , -1044.1     , array([ 0.200629   ,  0.59993    ,  4.95515e-44,  0.260528   ])
5259    , -1045.94    , array([ 0.200428   ,  0.60053    ,  4.95515e-44,  0.260528   ])
5260    , -1044.1     , array([ 0.200428   ,  0.59993    ,  4.9601e-44 ,  0.260528   ])
5261    , -1043.75    , array([ 0.200428   ,  0.59993    ,  4.95515e-44,  0.260789   ])
5262    , -681.416    , array([ 0.200428   ,  0.492421   ,  4.95515e-44,  0.372145   ])
5263    , -681.416    , array([ 0.200428   ,  0.492421   ,  4.95515e-44,  0.372145   ])
5264    , -681.416    , array([ 0.200629   ,  0.492421   ,  4.95515e-44,  0.372145   ])
5265    , -682.526    , array([ 0.200428   ,  0.492914   ,  4.95515e-44,  0.372145   ])
