1195    , -2336.81    , array([ 2.10438    ,  10.8062    ,  2.02237e-73,  5.78735e-08])
1196    , -2336.81    , array([ 2.10649    ,  10.8062    ,  2.02237e-73,  5.78735e-08])
1197    , -2336.81    , array([ 2.10438    ,  10.817     ,  2.02237e-73,  5.78735e-08])
1198    , -2336.81    , array([ 2.10438    ,  10.8062    ,  2.0244e-73 ,  5.78735e-08])
1199    , -2336.81    , array([ 2.10438    ,  10.8062    ,  2.02237e-73,  5.79314e-08])
1200    , -2336.81    , array([ 2.10438    ,  10.8062    ,  2.02237e-73,  5.78735e-08])
1201    , -2336.81    , array([ 2.10438    ,  10.8051    ,  2.02237e-73,  5.78151e-08])
1202    , -2336.81    , array([ 2.10438    ,  10.8051    ,  2.02237e-73,  5.78151e-08])
1203    , -2336.81    , array([ 2.10649    ,  10.8051    ,  2.02237e-73,  5.78151e-08])
1204    , -2336.81    , array([ 2.10438    ,  10.8159    ,  2.02237e-73,  5.78151e-08])
1205    , -2336.81    , array([ 2.10438    ,  10.8051    ,  2.0244e-73 ,  5.78151e-08])
1206    , -2336.81    , array([ 2.10438    ,  10.8051    ,  2.02237e-73,  5.78729e-08])
1207    , -2336.81    , array([ 2.10438    ,  10.8006    ,  2.02237e-73,  5.75821e-08])
1208    , -2336.81    , array([ 2.10438    ,  10.8006    ,  2.02237e-73,  5.75821e-08])
1209    , -2336.81    , array([ 2.10649    ,  10.8006    ,  2.02237e-73,  5.75821e-08])
1210    , -2336.81    , array([ 2.10438    ,  10.8114    ,  2.02237e-73,  5.75821e-08])
1211    , -2336.81    , array([ 2.10438    ,  10.8006    ,  2.0244e-73 ,  5.75821e-08])
1212    , -2336.81    , array([ 2.10438    ,  10.8006    ,  2.02237e-73,  5.76397e-08])
1213    , -2336.81    , array([ 2.10438    ,  10.7828    ,  2.02237e-73,  5.66594e-08])
1214    , -2336.81    , array([ 2.10438    ,  10.7828    ,  2.02237e-73,  5.66594e-08])
1215    , -2336.81    , array([ 2.10649    ,  10.7828    ,  2.02237e-73,  5.66594e-08])
1216    , -2336.81    , array([ 2.10438    ,  10.7936    ,  2.02237e-73,  5.66594e-08])
1217    , -2336.81    , array([ 2.10438    ,  10.7828    ,  2.0244e-73 ,  5.66594e-08])
1218    , -2336.81    , array([ 2.10438    ,  10.7828    ,  2.02237e-73,  5.67161e-08])
1219    , -2336.81    , array([ 2.10438    ,  10.7121    ,  2.02237e-73,  5.31141e-08])
1220    , -2336.81    , array([ 2.10438    ,  10.7121    ,  2.02237e-73,  5.31141e-08])
1221    , -2336.81    , array([ 2.10649    ,  10.7121    ,  2.02237e-73,  5.31141e-08])
1222    , -2336.81    , array([ 2.10438    ,  10.7228    ,  2.02237e-73,  5.31141e-08])
1223    , -2336.81    , array([ 2.10438    ,  10.7121    ,  2.0244e-73 ,  5.31141e-08])
1224    , -2336.81    , array([ 2.10438    ,  10.7121    ,  2.02237e-73,  5.31672e-08])
1225    , -2336.81    , array([ 2.10438    ,  10.4335    ,  2.02237e-73,  4.10168e-08])
1226    , -2336.81    , array([ 2.10438    ,  10.4335    ,  2.02237e-73,  4.10168e-08])
1227    , -2336.81    , array([ 2.10649    ,  10.4335    ,  2.02237e-73,  4.10168e-08])
1228    , -2336.81    , array([ 2.10438    ,  10.444     ,  2.02237e-73,  4.10168e-08])
