362     , -54530.3    , array([ 0.0138067  ,  1.00066    ,  0.00674419 ,  0.053753   ])
363     , -54530.9    , array([ 0.0138205  ,  1.00066    ,  0.00674419 ,  0.053753   ])
364     , -54530      , array([ 0.0138067  ,  1.00166    ,  0.00674419 ,  0.053753   ])
365     , -54529.8    , array([ 0.0138067  ,  1.00066    ,  0.00675094 ,  0.053753   ])
366     , -54532      , array([ 0.0138067  ,  1.00066    ,  0.00674419 ,  0.0538068  ])
367     , -54530.3    , array([ 0.0138067  ,  1.00066    ,  0.00674419 ,  0.053753   ])
368     , -53642      , array([ 0.0100969  ,  1.17623    ,  0.00881946 ,  0.0216849  ])
369     , -53642      , array([ 0.0100969  ,  1.17623    ,  0.00881946 ,  0.0216849  ])
370     , -53642.1    , array([ 0.010107   ,  1.17623    ,  0.00881946 ,  0.0216849  ])
371     , -53641.7    , array([ 0.0100969  ,  1.17741    ,  0.00881946 ,  0.0216849  ])
372     , -53641.9    , array([ 0.0100969  ,  1.17623    ,  0.00882828 ,  0.0216849  ])
373     , -53641.9    , array([ 0.0100969  ,  1.17623    ,  0.00881946 ,  0.0217066  ])
380     , -53642      , array([ 0.0100968  ,  1.17625    ,  0.00881949 ,  0.021685   ])
381     , -53642      , array([ 0.0100968  ,  1.17625    ,  0.00881949 ,  0.021685   ])
382     , -53642.1    , array([ 0.0101069  ,  1.17625    ,  0.00881949 ,  0.021685   ])
383     , -53641.7    , array([ 0.0100968  ,  1.17743    ,  0.00881949 ,  0.021685   ])
384     , -53641.9    , array([ 0.0100968  ,  1.17625    ,  0.00882832 ,  0.021685   ])
385     , -53641.9    , array([ 0.0100968  ,  1.17625    ,  0.00881949 ,  0.0217067  ])
386     , -53641.9    , array([ 0.0100955  ,  1.17657    ,  0.00882014 ,  0.0216861  ])
387     , -53641.9    , array([ 0.0100955  ,  1.17657    ,  0.00882014 ,  0.0216861  ])
388     , -53642      , array([ 0.0101056  ,  1.17657    ,  0.00882014 ,  0.0216861  ])
389     , -53641.6    , array([ 0.0100955  ,  1.17775    ,  0.00882014 ,  0.0216861  ])
390     , -53641.8    , array([ 0.0100955  ,  1.17657    ,  0.00882897 ,  0.0216861  ])
391     , -53641.8    , array([ 0.0100955  ,  1.17657    ,  0.00882014 ,  0.0217078  ])
392     , -108973     , array([ 0.00327268 ,  11.8139    ,  0.0165099  ,  0.0338714  ])
393     , -108973     , array([ 0.00327268 ,  11.8139    ,  0.0165099  ,  0.0338714  ])
394     , -108880     , array([ 0.00327596 ,  11.8139    ,  0.0165099  ,  0.0338714  ])
395     , -108974     , array([ 0.00327268 ,  11.8258    ,  0.0165099  ,  0.0338714  ])
396     , -109059     , array([ 0.00327268 ,  11.8139    ,  0.0165264  ,  0.0338714  ])
397     , -108996     , array([ 0.00327268 ,  11.8139    ,  0.0165099  ,  0.0339053  ])
398     , -53613.6    , array([ 0.00952394 ,  1.3257     ,  0.00911091 ,  0.0221922  ])
399     , -53613.6    , array([ 0.00952394 ,  1.3257     ,  0.00911091 ,  0.0221922  ])
400     , -53613.4    , array([ 0.00953347 ,  1.3257     ,  0.00911091 ,  0.0221922  ])
401     , -53613.3    , array([ 0.00952394 ,  1.32702    ,  0.00911091 ,  0.0221922  ])
402     , -53613.8    , array([ 0.00952394 ,  1.3257     ,  0.00912002 ,  0.0221922  ])
403     , -53613.7    , array([ 0.00952394 ,  1.3257     ,  0.00911091 ,  0.0222144  ])
404     , -53562      , array([ 0.00941308 ,  1.62661    ,  0.00878062 ,  0.0220832  ])
