172988  , -77728.4    , array([ 9.79023    ,  0.990833   ,  4.46416e-91,  0.00010222 ,  0.00107508 ])
172989  , -77728.5    , array([ 9.80003    ,  0.990833   ,  4.46416e-91,  0.00010222 ,  0.00107508 ])
172990  , -77729.7    , array([ 9.79023    ,  0.991824   ,  4.46416e-91,  0.00010222 ,  0.00107508 ])
172991  , -77728.4    , array([ 9.79023    ,  0.990833   ,  4.46863e-91,  0.00010222 ,  0.00107508 ])
172992  , -77728.4    , array([ 9.79023    ,  0.990833   ,  4.46416e-91,  0.000102322,  0.00107508 ])
172993  , -77727.1    , array([ 9.79023    ,  0.990833   ,  4.46416e-91,  0.00010222 ,  0.00107616 ])
172994  , -77728.4    , array([ 9.79023    ,  0.990833   ,  4.46416e-91,  0.00010222 ,  0.00107508 ])
172995  , -73820.8    , array([ 9.33791    ,  0.499077   ,  4.46416e-91,  0.00010222 ,  0.00225324 ])
172996  , -73820.8    , array([ 9.33791    ,  0.499077   ,  4.46416e-91,  0.00010222 ,  0.00225324 ])
172997  , -73821      , array([ 9.34726    ,  0.499077   ,  4.46416e-91,  0.00010222 ,  0.00225324 ])
172998  , -73825.6    , array([ 9.33791    ,  0.499576   ,  4.46416e-91,  0.00010222 ,  0.00225324 ])
172999  , -73820.8    , array([ 9.33791    ,  0.499077   ,  4.46863e-91,  0.00010222 ,  0.00225324 ])
173000  , -73820.8    , array([ 9.33791    ,  0.499077   ,  4.46416e-91,  0.000102322,  0.00225324 ])
173001  , -73815.8    , array([ 9.33791    ,  0.499077   ,  4.46416e-91,  0.00010222 ,  0.00225549 ])
173002  , -32038.8    , array([ 7.72817    ,  0.0321244  ,  4.46416e-91,  0.00010222 ,  0.0434782  ])
173003  , -32038.8    , array([ 7.72817    ,  0.0321244  ,  4.46416e-91,  0.00010222 ,  0.0434782  ])
173004  , -32039      , array([ 7.7359     ,  0.0321244  ,  4.46416e-91,  0.00010222 ,  0.0434782  ])
173005  , -31989.4    , array([ 7.72817    ,  0.0321565  ,  4.46416e-91,  0.00010222 ,  0.0434782  ])
173006  , -32038.8    , array([ 7.72817    ,  0.0321244  ,  4.46863e-91,  0.00010222 ,  0.0434782  ])
173007  , -32038.8    , array([ 7.72817    ,  0.0321244  ,  4.46416e-91,  0.000102322,  0.0434782  ])
173008  , -32087.6    , array([ 7.72817    ,  0.0321244  ,  4.46416e-91,  0.00010222 ,  0.0435217  ])
173009  , -70557.9    , array([ 9.17791    ,  0.38846    ,  4.46416e-91,  0.00010222 ,  0.00295275 ])
173010  , -70557.9    , array([ 9.17791    ,  0.38846    ,  4.46416e-91,  0.00010222 ,  0.00295275 ])
173011  , -70558.2    , array([ 9.18709    ,  0.38846    ,  4.46416e-91,  0.00010222 ,  0.00295275 ])
173012  , -70565.6    , array([ 9.17791    ,  0.388849   ,  4.46416e-91,  0.00010222 ,  0.00295275 ])
173013  , -70557.9    , array([ 9.17791    ,  0.38846    ,  4.46863e-91,  0.00010222 ,  0.00295275 ])
173014  , -70557.9    , array([ 9.17791    ,  0.38846    ,  4.46416e-91,  0.000102322,  0.00295275 ])
173015  , -70550.1    , array([ 9.17791    ,  0.38846    ,  4.46416e-91,  0.00010222 ,  0.0029557  ])
173016  , -1984.41    , array([ 8.10074    ,  0.0635748  ,  4.46416e-91,  0.00010222 ,  0.020816   ])
173017  , -1984.41    , array([ 8.10074    ,  0.0635748  ,  4.46416e-91,  0.00010222 ,  0.020816   ])
173018  , -1984.5     , array([ 8.10884    ,  0.0635748  ,  4.46416e-91,  0.00010222 ,  0.020816   ])
173019  , -1987.4     , array([ 8.10074    ,  0.0636384  ,  4.46416e-91,  0.00010222 ,  0.020816   ])
173020  , -1984.41    , array([ 8.10074    ,  0.0635748  ,  4.46863e-91,  0.00010222 ,  0.020816   ])
173021  , -1984.41    , array([ 8.10074    ,  0.0635748  ,  4.46416e-91,  0.000102322,  0.020816   ])
173022  , -1981.52    , array([ 8.10074    ,  0.0635748  ,  4.46416e-91,  0.00010222 ,  0.0208368  ])
173023  , -1840.64    , array([ 8.07374    ,  0.0605714  ,  4.46416e-91,  0.00010222 ,  0.0219319  ])
173024  , -1840.64    , array([ 8.07374    ,  0.0605714  ,  4.46416e-91,  0.00010222 ,  0.0219319  ])
173025  , -1840.73    , array([ 8.08182    ,  0.0605714  ,  4.46416e-91,  0.00010222 ,  0.0219319  ])
173026  , -1840.56    , array([ 8.07374    ,  0.060632   ,  4.46416e-91,  0.00010222 ,  0.0219319  ])
173027  , -1840.64    , array([ 8.07374    ,  0.0605714  ,  4.46863e-91,  0.00010222 ,  0.0219319  ])
173028  , -1840.64    , array([ 8.07374    ,  0.0605714  ,  4.46416e-91,  0.000102322,  0.0219319  ])
173029  , -1840.77    , array([ 8.07374    ,  0.0605714  ,  4.46416e-91,  0.00010222 ,  0.0219538  ])
173037  , -1840.52    , array([ 8.06358    ,  0.0605516  ,  4.46416e-91,  0.00010222 ,  0.0219254  ])
173038  , -1840.52    , array([ 8.06358    ,  0.0605516  ,  4.46416e-91,  0.00010222 ,  0.0219254  ])
173039  , -1840.61    , array([ 8.07164    ,  0.0605516  ,  4.46416e-91,  0.00010222 ,  0.0219254  ])
173040  , -1840.44    , array([ 8.06358    ,  0.0606122  ,  4.46416e-91,  0.00010222 ,  0.0219254  ])
173041  , -1840.52    , array([ 8.06358    ,  0.0605516  ,  4.46863e-91,  0.00010222 ,  0.0219254  ])
173042  , -1840.52    , array([ 8.06358    ,  0.0605516  ,  4.46416e-91,  0.000102322,  0.0219254  ])
173043  , -1840.66    , array([ 8.06358    ,  0.0605516  ,  4.46416e-91,  0.00010222 ,  0.0219473  ])
173044  , -1794.42    , array([ 2.87043    ,  0.046319   ,  4.46416e-91,  0.000102225,  0.0171825  ])
173045  , -1794.42    , array([ 2.87043    ,  0.046319   ,  4.46416e-91,  0.000102225,  0.0171825  ])
173046  , -1794.53    , array([ 2.87331    ,  0.046319   ,  4.46416e-91,  0.000102225,  0.0171825  ])
173047  , -1793.24    , array([ 2.87043    ,  0.0463653  ,  4.46416e-91,  0.000102225,  0.0171825  ])
173048  , -1794.42    , array([ 2.87043    ,  0.046319   ,  4.46863e-91,  0.000102225,  0.0171825  ])
173049  , -1794.42    , array([ 2.87043    ,  0.046319   ,  4.46416e-91,  0.000102327,  0.0171825  ])
173050  , -1795.3     , array([ 2.87043    ,  0.046319   ,  4.46416e-91,  0.000102225,  0.0171997  ])
173051  , -1753.37    , array([ 1.02403    ,  0.0437832  ,  4.46416e-91,  0.000102229,  0.0162301  ])
173052  , -1753.37    , array([ 1.02403    ,  0.0437832  ,  4.46416e-91,  0.000102229,  0.0162301  ])
173053  , -1753.29    , array([ 1.02506    ,  0.0437832  ,  4.46416e-91,  0.000102229,  0.0162301  ])
173054  , -1751.97    , array([ 1.02403    ,  0.0438271  ,  4.46416e-91,  0.000102229,  0.0162301  ])
173055  , -1753.37    , array([ 1.02403    ,  0.0437832  ,  4.46863e-91,  0.000102229,  0.0162301  ])
173056  , -1753.37    , array([ 1.02403    ,  0.0437832  ,  4.46416e-91,  0.000102332,  0.0162301  ])
173057  , -1754.47    , array([ 1.02403    ,  0.0437832  ,  4.46416e-91,  0.000102229,  0.0162463  ])
173058  , -1753.32    , array([ 1.72475    ,  0.045048   ,  4.46416e-91,  0.000102227,  0.016705   ])
173059  , -1753.32    , array([ 1.72475    ,  0.045048   ,  4.46416e-91,  0.000102227,  0.016705   ])
173060  , -1753.4     , array([ 1.72648    ,  0.045048   ,  4.46416e-91,  0.000102227,  0.016705   ])
173061  , -1752.04    , array([ 1.72475    ,  0.045093   ,  4.46416e-91,  0.000102227,  0.016705   ])
173062  , -1753.32    , array([ 1.72475    ,  0.045048   ,  4.46863e-91,  0.000102227,  0.016705   ])
173063  , -1753.32    , array([ 1.72475    ,  0.045048   ,  4.46416e-91,  0.000102329,  0.016705   ])
173064  , -1754.24    , array([ 1.72475    ,  0.045048   ,  4.46416e-91,  0.000102227,  0.0167217  ])
173065  , -1775.87    , array([ 1.11619    ,  0.0419605  ,  4.46416e-91,  0.000102342,  0.014373   ])
173066  , -1775.87    , array([ 1.11619    ,  0.0419605  ,  4.46416e-91,  0.000102342,  0.014373   ])
173067  , -1775.88    , array([ 1.11731    ,  0.0419605  ,  4.46416e-91,  0.000102342,  0.014373   ])
173068  , -1776.83    , array([ 1.11619    ,  0.0420025  ,  4.46416e-91,  0.000102342,  0.014373   ])
173069  , -1775.87    , array([ 1.11619    ,  0.0419605  ,  4.46863e-91,  0.000102342,  0.014373   ])
173070  , -1775.87    , array([ 1.11619    ,  0.0419605  ,  4.46416e-91,  0.000102444,  0.014373   ])
173071  , -1774.56    , array([ 1.11619    ,  0.0419605  ,  4.46416e-91,  0.000102342,  0.0143874  ])
173072  , -1737.77    , array([ 1.45948    ,  0.0438371  ,  4.46416e-91,  0.000102271,  0.0157684  ])
173073  , -1737.77    , array([ 1.45948    ,  0.0438371  ,  4.46416e-91,  0.000102271,  0.0157684  ])
173074  , -1737.83    , array([ 1.46094    ,  0.0438371  ,  4.46416e-91,  0.000102271,  0.0157684  ])
173075  , -1737.36    , array([ 1.45948    ,  0.043881   ,  4.46416e-91,  0.000102271,  0.0157684  ])
173076  , -1737.77    , array([ 1.45948    ,  0.0438371  ,  4.46863e-91,  0.000102271,  0.0157684  ])
173077  , -1737.77    , array([ 1.45948    ,  0.0438371  ,  4.46416e-91,  0.000102373,  0.0157684  ])
173078  , -1737.81    , array([ 1.45948    ,  0.0438371  ,  4.46416e-91,  0.000102271,  0.0157842  ])
173079  , -1716.05    , array([ 1.13809    ,  0.0458272  ,  4.46416e-91,  0.000102321,  0.0165729  ])
173080  , -1716.05    , array([ 1.13809    ,  0.0458272  ,  4.46416e-91,  0.000102321,  0.0165729  ])
173081  , -1716.02    , array([ 1.13923    ,  0.0458272  ,  4.46416e-91,  0.000102321,  0.0165729  ])
173082  , -1715.44    , array([ 1.13809    ,  0.0458731  ,  4.46416e-91,  0.000102321,  0.0165729  ])
173083  , -1716.05    , array([ 1.13809    ,  0.0458272  ,  4.46863e-91,  0.000102321,  0.0165729  ])
173084  , -1716.05    , array([ 1.13809    ,  0.0458272  ,  4.46416e-91,  0.000102423,  0.0165729  ])
173085  , -1716.34    , array([ 1.13809    ,  0.0458272  ,  4.46416e-91,  0.000102321,  0.0165895  ])
173086  , -1673.36    , array([ 1.21656    ,  0.0527396  ,  4.46416e-91,  0.000102591,  0.0190826  ])
173087  , -1673.36    , array([ 1.21656    ,  0.0527396  ,  4.46416e-91,  0.000102591,  0.0190826  ])
173088  , -1673.33    , array([ 1.21778    ,  0.0527396  ,  4.46416e-91,  0.000102591,  0.0190826  ])
173089  , -1672.85    , array([ 1.21656    ,  0.0527923  ,  4.46416e-91,  0.000102591,  0.0190826  ])
173090  , -1673.36    , array([ 1.21656    ,  0.0527396  ,  4.46863e-91,  0.000102591,  0.0190826  ])
173091  , -1673.36    , array([ 1.21656    ,  0.0527396  ,  4.46416e-91,  0.000102694,  0.0190826  ])
173092  , -1673.66    , array([ 1.21656    ,  0.0527396  ,  4.46416e-91,  0.000102591,  0.0191017  ])
173093  , -1638.3     , array([ 1.62613    ,  0.0748888  ,  4.46416e-91,  0.000103757,  0.0269471  ])
173094  , -1638.3     , array([ 1.62613    ,  0.0748888  ,  4.46416e-91,  0.000103757,  0.0269471  ])
173095  , -1638.35    , array([ 1.62776    ,  0.0748888  ,  4.46416e-91,  0.000103757,  0.0269471  ])
173096  , -1638.27    , array([ 1.62613    ,  0.0749637  ,  4.46416e-91,  0.000103757,  0.0269471  ])
173097  , -1638.3     , array([ 1.62613    ,  0.0748888  ,  4.46863e-91,  0.000103757,  0.0269471  ])
173098  , -1638.3     , array([ 1.62613    ,  0.0748888  ,  4.46416e-91,  0.000103861,  0.0269471  ])
173099  , -1638.45    , array([ 1.62613    ,  0.0748888  ,  4.46416e-91,  0.000103757,  0.0269741  ])
173100  , -1633.97    , array([ 1.38058    ,  0.0659221  ,  4.46416e-91,  0.000103805,  0.0235812  ])
173101  , -1633.97    , array([ 1.38058    ,  0.0659221  ,  4.46416e-91,  0.000103805,  0.0235812  ])
173102  , -1633.96    , array([ 1.38196    ,  0.0659221  ,  4.46416e-91,  0.000103805,  0.0235812  ])
173103  , -1633.98    , array([ 1.38058    ,  0.0659881  ,  4.46416e-91,  0.000103805,  0.0235812  ])
173104  , -1633.97    , array([ 1.38058    ,  0.0659221  ,  4.46863e-91,  0.000103805,  0.0235812  ])
173105  , -1633.97    , array([ 1.38058    ,  0.0659221  ,  4.46416e-91,  0.000103909,  0.0235812  ])
173106  , -1633.95    , array([ 1.38058    ,  0.0659221  ,  4.46416e-91,  0.000103805,  0.0236048  ])
173107  , -1632.7     , array([ 1.43954    ,  0.0673159  ,  4.46416e-91,  0.000104233,  0.0241051  ])
173108  , -1632.7     , array([ 1.43954    ,  0.0673159  ,  4.46416e-91,  0.000104233,  0.0241051  ])
173109  , -1632.7     , array([ 1.44098    ,  0.0673159  ,  4.46416e-91,  0.000104233,  0.0241051  ])
173110  , -1632.7     , array([ 1.43954    ,  0.0673832  ,  4.46416e-91,  0.000104233,  0.0241051  ])
173111  , -1632.7     , array([ 1.43954    ,  0.0673159  ,  4.46863e-91,  0.000104233,  0.0241051  ])
173112  , -1632.7     , array([ 1.43954    ,  0.0673159  ,  4.46416e-91,  0.000104337,  0.0241051  ])
173113  , -1632.69    , array([ 1.43954    ,  0.0673159  ,  4.46416e-91,  0.000104233,  0.0241292  ])
173114  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173115  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173116  , -1632.46    , array([ 1.43529    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173117  , -1632.47    , array([ 1.43385    ,  0.0678771  ,  4.46416e-91,  0.000104734,  0.024284   ])
173118  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46863e-91,  0.000104734,  0.024284   ])
173119  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104839,  0.024284   ])
173120  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.0243083  ])
173121  , -1632.53    , array([ 1.43656    ,  0.0676503  ,  4.46416e-91,  0.000105019,  0.0242263  ])
173122  , -1632.53    , array([ 1.43656    ,  0.0676503  ,  4.46416e-91,  0.000105019,  0.0242263  ])
173123  , -1632.53    , array([ 1.43799    ,  0.0676503  ,  4.46416e-91,  0.000105019,  0.0242263  ])
173124  , -1632.53    , array([ 1.43656    ,  0.067718   ,  4.46416e-91,  0.000105019,  0.0242263  ])
173125  , -1632.53    , array([ 1.43656    ,  0.0676503  ,  4.46863e-91,  0.000105019,  0.0242263  ])
173126  , -1632.53    , array([ 1.43656    ,  0.0676503  ,  4.46416e-91,  0.000105124,  0.0242263  ])
173127  , -1632.53    , array([ 1.43656    ,  0.0676503  ,  4.46416e-91,  0.000105019,  0.0242505  ])
173128  , -1632.47    , array([ 1.43393    ,  0.067805   ,  4.46416e-91,  0.000104742,  0.0242825  ])
173129  , -1632.47    , array([ 1.43393    ,  0.067805   ,  4.46416e-91,  0.000104742,  0.0242825  ])
173130  , -1632.47    , array([ 1.43536    ,  0.067805   ,  4.46416e-91,  0.000104742,  0.0242825  ])
173131  , -1632.47    , array([ 1.43393    ,  0.0678729  ,  4.46416e-91,  0.000104742,  0.0242825  ])
173132  , -1632.47    , array([ 1.43393    ,  0.067805   ,  4.46863e-91,  0.000104742,  0.0242825  ])
173133  , -1632.47    , array([ 1.43393    ,  0.067805   ,  4.46416e-91,  0.000104847,  0.0242825  ])
173134  , -1632.47    , array([ 1.43393    ,  0.067805   ,  4.46416e-91,  0.000104742,  0.0243068  ])
173135  , -1632.47    , array([ 1.43386    ,  0.0678092  ,  4.46416e-91,  0.000104735,  0.024284   ])
173136  , -1632.47    , array([ 1.43386    ,  0.0678092  ,  4.46416e-91,  0.000104735,  0.024284   ])
173137  , -1632.46    , array([ 1.43529    ,  0.0678092  ,  4.46416e-91,  0.000104735,  0.024284   ])
173138  , -1632.47    , array([ 1.43386    ,  0.067877   ,  4.46416e-91,  0.000104735,  0.024284   ])
173139  , -1632.47    , array([ 1.43386    ,  0.0678092  ,  4.46863e-91,  0.000104735,  0.024284   ])
173140  , -1632.47    , array([ 1.43386    ,  0.0678092  ,  4.46416e-91,  0.000104839,  0.024284   ])
173141  , -1632.47    , array([ 1.43386    ,  0.0678092  ,  4.46416e-91,  0.000104735,  0.0243083  ])
173142  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173143  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173144  , -1632.46    , array([ 1.43529    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173145  , -1632.47    , array([ 1.43385    ,  0.0678771  ,  4.46416e-91,  0.000104734,  0.024284   ])
173146  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46863e-91,  0.000104734,  0.024284   ])
173147  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104839,  0.024284   ])
173148  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.0243083  ])
173149  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173150  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173151  , -1632.46    , array([ 1.43529    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173152  , -1632.47    , array([ 1.43385    ,  0.0678771  ,  4.46416e-91,  0.000104734,  0.024284   ])
173153  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46863e-91,  0.000104734,  0.024284   ])
173154  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104839,  0.024284   ])
173155  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.0243083  ])
173156  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173157  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173158  , -1632.46    , array([ 1.43529    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173159  , -1632.47    , array([ 1.43385    ,  0.0678771  ,  4.46416e-91,  0.000104734,  0.024284   ])
173160  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46863e-91,  0.000104734,  0.024284   ])
173161  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104839,  0.024284   ])
173162  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.0243083  ])
173163  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173164  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173165  , -1632.46    , array([ 1.43529    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173166  , -1632.47    , array([ 1.43385    ,  0.0678771  ,  4.46416e-91,  0.000104734,  0.024284   ])
173167  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46863e-91,  0.000104734,  0.024284   ])
173168  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104839,  0.024284   ])
173169  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.0243083  ])
173170  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173171  , -1632.47    , array([ 1.43385    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173172  , -1632.46    , array([ 1.43529    ,  0.0678093  ,  4.46416e-91,  0.000104734,  0.024284   ])
173173  , -1632.47    , array([ 1.43385    ,  0.0678771  ,  4.46416e-91,  0.000104734,  0.024284   ])
